AvgDistance,LowestDistanceThisGen,LowestDistance
43302.33,42814.86,40270.08
42521.86,42042.48,40270.08
42417.16,41169.76,40270.08
42310.03,41238.15,40270.08
41876.69,41538.05,40270.08
41811.97,41515.0,40270.08
41715.34,40779.76,40270.08
41159.24,39734.52,39734.52
40472.86,40196.3,39734.52
40840.91,40235.21,39734.52
40748.38,39769.11,39734.52
40513.99,40058.04,39734.52
40717.35,39524.81,39524.81
40382.5,39567.39,39524.81
40972.74,40362.31,39524.81
41334.76,40339.02,39524.81
41596.8,41108.44,39524.81
41760.4,41309.18,39524.81
42211.82,41646.47,39524.81
41474.16,41180.02,39524.81
42269.89,41242.7,39524.81
41440.05,41093.55,39524.81
41491.8,40836.72,39524.81
41683.72,41164.47,39524.81
41519.65,40998.37,39524.81
41889.31,41065.09,39524.81
40806.39,40401.83,39524.81
41152.37,40693.39,39524.81
41215.95,40820.15,39524.81
41807.33,40850.24,39524.81
40897.62,40544.16,39524.81
41150.57,40734.56,39524.81
41702.74,40583.74,39524.81
40822.96,39813.4,39524.81
40275.26,39999.75,39524.81
40228.22,39607.04,39524.81
40496.17,39237.7,39237.7
39993.41,39139.92,39139.92
40663.35,39704.88,39139.92
40497.04,40128.62,39139.92
39715.84,39306.71,39139.92
40015.37,38600.81,38600.81
38890.55,38741.37,38600.81
40097.31,38762.98,38600.81
40245.62,38719.21,38600.81
39681.37,38447.44,38447.44
40103.81,39690.83,38447.44
40694.3,39982.34,38447.44
41145.93,40065.64,38447.44
40525.93,40168.52,38447.44
41578.2,41102.0,38447.44
41370.64,40894.37,38447.44
41633.07,41441.79,38447.44
42187.37,41065.32,38447.44
41790.64,41242.82,38447.44
41666.62,41222.28,38447.44
41783.73,41520.98,38447.44
42429.16,41842.76,38447.44
42813.09,42583.43,38447.44
42287.01,42042.3,38447.44
42089.11,41250.11,38447.44
41702.62,40719.43,38447.44
41992.53,41452.53,38447.44
42340.88,41525.76,38447.44
42519.4,41755.67,38447.44
42280.93,41808.55,38447.44
42363.23,41649.68,38447.44
41874.07,41305.52,38447.44
40984.07,39818.8,38447.44
40292.27,39841.42,38447.44
40319.39,39771.43,38447.44
41123.69,40849.87,38447.44
41242.04,40686.62,38447.44
40535.56,40390.26,38447.44
41124.62,40701.88,38447.44
41113.54,40925.51,38447.44
41736.71,41345.02,38447.44
41611.73,41074.88,38447.44
42367.19,41078.99,38447.44
41601.86,41045.97,38447.44
41731.43,41196.53,38447.44
42324.27,42234.83,38447.44
42736.25,42167.2,38447.44
42626.7,42468.28,38447.44
42611.71,42446.21,38447.44
44063.35,42549.0,38447.44
43657.33,42867.1,38447.44
43665.43,43224.0,38447.44
45103.83,44930.05,38447.44
45364.32,45079.56,38447.44
45560.65,44665.89,38447.44
44713.02,44159.83,38447.44
44471.22,44208.65,38447.44
44579.24,44338.11,38447.44
45032.83,44838.51,38447.44
45991.13,45408.48,38447.44
46304.78,45616.99,38447.44
45850.71,45112.39,38447.44
45813.25,45114.54,38447.44
46224.84,45452.34,38447.44
45893.83,45538.27,38447.44
46981.87,46129.59,38447.44
46120.67,44723.52,38447.44
44967.77,44693.72,38447.44
45098.24,44856.84,38447.44
44558.53,43980.64,38447.44
44420.27,42982.18,38447.44
43807.29,43135.96,38447.44
43249.59,42751.32,38447.44
42552.84,41313.8,38447.44
41658.82,41314.22,38447.44
42006.5,41279.15,38447.44
41950.68,41619.77,38447.44
42362.88,41590.44,38447.44
41893.19,41285.21,38447.44
42108.36,41635.43,38447.44
41590.27,40940.2,38447.44
40752.32,40089.23,38447.44
40979.91,40562.13,38447.44
42196.42,40921.38,38447.44
40682.06,40122.12,38447.44
40235.41,39606.25,38447.44
40976.59,39718.09,38447.44
41109.35,40302.03,38447.44
40854.44,40774.64,38447.44
41309.67,40835.53,38447.44
41402.49,40815.32,38447.44
40833.29,39877.5,38447.44
40845.54,39445.7,38447.44
39948.84,39797.95,38447.44
40368.39,40056.81,38447.44
40032.31,39057.34,38447.44
40239.79,39238.15,38447.44
39649.72,39354.63,38447.44
40855.19,40520.78,38447.44
40462.25,39476.12,38447.44
40647.42,40043.38,38447.44
41243.53,41055.97,38447.44
41151.31,39883.06,38447.44
40080.76,38983.55,38447.44
39731.73,38966.74,38447.44
39506.03,39255.75,38447.44
39678.82,38797.87,38447.44
39731.21,38997.5,38447.44
39154.94,37938.85,37938.85
38714.64,37764.48,37764.48
39319.81,38189.8,37764.48
38984.54,38695.29,37764.48
39601.71,39131.17,37764.48
40037.12,38377.78,37764.48
40413.62,38196.81,37764.48
39888.22,39516.54,37764.48
40225.73,39685.61,37764.48
39515.9,38828.84,37764.48
40311.32,39100.04,37764.48
40585.8,39370.69,37764.48
39944.79,39491.52,37764.48
40378.53,39376.69,37764.48
40021.15,39558.65,37764.48
39595.24,39121.33,37764.48
39656.84,38994.83,37764.48
38715.95,38369.06,37764.48
39129.02,38630.71,37764.48
39717.67,38685.66,37764.48
39369.45,39082.54,37764.48
39473.64,39196.01,37764.48
40386.91,39912.39,37764.48
41518.61,40286.96,37764.48
40844.25,40590.89,37764.48
40881.24,40624.73,37764.48
40884.64,40168.65,37764.48
40160.85,39489.72,37764.48
39882.74,39773.84,37764.48
40450.35,40294.55,37764.48
40492.03,40082.2,37764.48
40615.42,40198.47,37764.48
40894.15,40117.03,37764.48
41489.75,40801.03,37764.48
41714.8,41160.33,37764.48
41195.78,40073.46,37764.48
41528.65,40908.04,37764.48
41972.18,41382.0,37764.48
41916.52,41199.12,37764.48
41608.86,41273.38,37764.48
41895.51,41598.88,37764.48
42586.92,42045.08,37764.48
43016.99,41872.12,37764.48
42334.27,42007.62,37764.48
42643.12,41664.45,37764.48
41273.9,40826.58,37764.48
41753.0,40380.31,37764.48
41415.17,40594.87,37764.48
40905.46,40148.07,37764.48
40635.11,39921.2,37764.48
39839.2,39065.13,37764.48
40344.19,39916.58,37764.48
40370.45,39859.95,37764.48
40478.12,39624.51,37764.48
40360.96,39691.37,37764.48
41619.78,40436.1,37764.48
40236.72,39217.64,37764.48
39865.57,38286.92,37764.48
39390.46,38294.2,37764.48
38951.88,38716.98,37764.48
39774.91,38694.34,37764.48
38852.96,38548.74,37764.48
39017.12,38076.39,37764.48
38492.33,37929.69,37764.48
38272.78,37722.34,37722.34
38842.56,38412.54,37722.34
38818.79,38331.05,37722.34
39157.31,38517.39,37722.34
39962.18,38852.78,37722.34
39574.99,39259.51,37722.34
39596.49,39280.57,37722.34
40472.08,39720.4,37722.34
40526.41,40084.48,37722.34
40383.09,39853.67,37722.34
40381.0,39842.9,37722.34
41410.15,40891.79,37722.34
42108.21,41092.49,37722.34
41980.75,41398.31,37722.34
41734.06,41066.04,37722.34
41244.89,40831.36,37722.34
41122.32,40901.28,37722.34
41114.14,40380.15,37722.34
40383.37,39959.68,37722.34
40332.5,39885.72,37722.34
40390.31,39582.25,37722.34
39908.8,38928.51,37722.34
39387.91,39080.31,37722.34
39304.01,38599.34,37722.34
39788.02,39000.87,37722.34
39402.5,38546.81,37722.34
39266.17,38852.84,37722.34
39513.1,39085.61,37722.34
40056.53,39806.85,37722.34
40500.36,39559.63,37722.34
40153.33,39711.42,37722.34
40185.98,39800.5,37722.34
41313.78,40357.57,37722.34
41618.44,40564.29,37722.34
40545.67,40455.69,37722.34
41507.19,41065.06,37722.34
42348.73,41128.84,37722.34
42786.29,41445.37,37722.34
41895.13,41355.57,37722.34
42210.05,41908.27,37722.34
42653.76,41901.35,37722.34
42453.18,42069.74,37722.34
42798.69,41002.61,37722.34
42413.53,41046.33,37722.34
41584.92,41346.01,37722.34
42027.69,41590.03,37722.34
42457.42,42055.96,37722.34
42617.28,41384.13,37722.34
42797.16,41839.15,37722.34
42433.26,42151.23,37722.34
43117.33,42887.76,37722.34
43843.11,42477.68,37722.34
43037.51,42951.68,37722.34
43854.99,42590.32,37722.34
43357.48,41774.47,37722.34
43279.08,42500.42,37722.34
43531.63,42968.04,37722.34
43107.64,42232.85,37722.34
43584.52,43408.85,37722.34
43238.01,42578.08,37722.34
43199.51,42862.93,37722.34
43886.85,43207.1,37722.34
43588.78,43219.56,37722.34
43550.83,42461.16,37722.34
43052.54,42759.5,37722.34
43169.4,42502.29,37722.34
42941.32,42196.65,37722.34
42371.32,42025.78,37722.34
42010.81,41200.21,37722.34
41840.79,40579.76,37722.34
41128.96,40588.36,37722.34
41220.4,40761.41,37722.34
40998.81,40457.35,37722.34
41233.02,40844.92,37722.34
42201.37,41314.87,37722.34
42012.01,41855.79,37722.34
43098.91,42354.46,37722.34
42942.01,42187.9,37722.34
42923.64,42364.41,37722.34
42356.18,42186.73,37722.34
43619.59,42540.07,37722.34
43274.8,42060.34,37722.34
43104.6,42071.14,37722.34
42548.1,41994.62,37722.34
43133.95,41938.06,37722.34
42576.56,42130.11,37722.34
42176.77,41950.04,37722.34
42885.18,42006.45,37722.34
43468.45,41575.41,37722.34
42534.72,40691.82,37722.34
41274.5,40913.52,37722.34
41254.11,40187.09,37722.34
40260.77,39730.12,37722.34
39606.31,38922.24,37722.34
39468.33,38817.54,37722.34
39314.86,39178.96,37722.34
39102.94,38071.12,37722.34
39076.1,37941.4,37722.34
38751.22,37936.08,37722.34
38500.25,37759.67,37722.34
39665.32,39378.15,37722.34
40149.51,39117.5,37722.34
40442.0,39947.45,37722.34
41445.4,40434.34,37722.34
41016.38,40542.68,37722.34
40975.81,40273.93,37722.34
41624.51,40358.49,37722.34
41268.35,40802.2,37722.34
41880.01,40569.4,37722.34
41078.8,40864.51,37722.34
42193.84,41207.95,37722.34
42101.74,41674.67,37722.34
42185.32,41096.18,37722.34
41481.48,40524.73,37722.34
41306.54,40072.86,37722.34
40709.51,39158.43,37722.34
39648.24,39403.61,37722.34
40391.59,39581.61,37722.34
40053.67,39232.14,37722.34
40206.38,39600.15,37722.34
39932.71,39798.8,37722.34
41145.38,40786.39,37722.34
41481.06,40900.43,37722.34
41367.23,40408.63,37722.34
40667.1,38768.09,37722.34
39227.51,38946.98,37722.34
39210.03,39006.22,37722.34
39322.54,38878.65,37722.34
39552.88,37975.31,37722.34
38586.9,38480.59,37722.34
39020.3,38868.35,37722.34
39955.0,38804.27,37722.34
39579.13,39333.01,37722.34
39656.75,39111.86,37722.34
40460.86,40301.11,37722.34
41581.41,40891.4,37722.34
41543.91,40639.26,37722.34
40227.7,40179.48,37722.34
40747.64,40077.82,37722.34
40231.9,40064.91,37722.34
41030.9,40271.43,37722.34
41499.59,40761.48,37722.34
42132.81,40830.38,37722.34
41490.23,41164.39,37722.34
42035.59,41106.81,37722.34
41887.81,41141.36,37722.34
41681.32,40757.54,37722.34
40878.06,40202.13,37722.34
41240.75,40029.24,37722.34
40683.7,39815.67,37722.34
40411.1,40262.65,37722.34
40469.73,39291.3,37722.34
40306.26,39802.62,37722.34
40523.51,39625.01,37722.34
40523.43,39774.9,37722.34
40747.6,40493.77,37722.34
41396.3,40743.47,37722.34
41608.42,40775.11,37722.34
41797.37,41409.99,37722.34
42233.37,41764.55,37722.34
42875.96,42016.61,37722.34
42900.31,41457.61,37722.34
42684.43,41909.04,37722.34
42052.91,41600.24,37722.34
42145.84,41591.4,37722.34
42628.14,41932.32,37722.34
41753.72,41278.46,37722.34
41868.86,41393.73,37722.34
42242.74,40864.29,37722.34
42137.19,41869.67,37722.34
42442.42,41955.92,37722.34
42557.58,41975.84,37722.34
43342.39,41672.88,37722.34
42086.8,41945.4,37722.34
42476.04,41856.85,37722.34
41817.92,41202.11,37722.34
42284.9,41742.43,37722.34
42293.85,41761.87,37722.34
42603.63,41432.84,37722.34
42258.51,41561.67,37722.34
42453.11,40770.08,37722.34
40638.8,40381.33,37722.34
40861.75,40741.3,37722.34
41208.82,40367.89,37722.34
41109.47,40230.29,37722.34
41156.26,39669.73,37722.34
40928.88,39859.24,37722.34
40449.65,38957.61,37722.34
39724.89,39337.78,37722.34
39329.84,38579.03,37722.34
38668.57,37918.81,37722.34
38619.83,37774.97,37722.34
38428.88,38019.97,37722.34
39454.93,39263.19,37722.34
39745.58,39510.44,37722.34
39888.77,39010.71,37722.34
39759.91,38448.04,37722.34
39344.1,39151.26,37722.34
40338.12,39807.08,37722.34
39622.7,39598.57,37722.34
40184.71,39315.63,37722.34
